Compound Name,pubChem ID,flavor profile,smiles,Source,Aroma/Taste Threshold Values
3beta-(2-O-beta-D-Glucopyranosyl-3-O-alpha-L-arabinopyranosyl-beta-D-glucopyranuronosyloxy)oleana-12-ene-28-oic acid,21637562,sweet-like,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O[C@H]7[C@@H]([C@H]([C@H](CO7)O)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Methyl 6-O-(1-methyl-alpha-D-glucopyranosyl)-alpha-D-glucopyranoside,21669636,sweet,C[C@]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)OC)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Methyl 6-O-(1-methyl-alpha-D-galactopyranosyl)-alpha-D-glucopyranoside,21669637,sweet,C[C@]1([C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)OC)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Methyl 6-O-(1-methyl-alpha-D-mannopyranosyl)-alpha-D-glucopyranoside,21669638,sweet,C[C@]1([C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)OC)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Methyl 4-O-(1-methyl-alpha-D-glucopyranosyl)-alpha-D-glucopyranoside,21669639,sweet,C[C@]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)OC)CO,flavorDB,The Aroma/Taste threshold values foris unknown
Methyl 4-O-(1-methyl-alpha-D-galactopyranosyl)-alpha-D-glucopyranoside,21669640,sweet,C[C@]1([C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)OC)CO,flavorDB,The Aroma/Taste threshold values foris unknown
Methyl 4-O-(1-methyl-alpha-D-mannopyranosyl)-alpha-D-glucopyranoside,21669641,sweet,C[C@]1([C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)OC)CO,flavorDB,The Aroma/Taste threshold values foris unknown
"1-O,2-O-Ethylene-beta-D-glucopyranose",21671815,sweet,C1CO[C@H]2[C@H](O1)[C@H]([C@@H]([C@H](O2)CO)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
"2-O,1'-O-[(beta-D-Glucopyranose-1-O,2-O-diyl)bisethylene]-[1-O,2'-O-ethylenebis(beta-D-glucopyranose)]",21671833,sweet,C1CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)OCCO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)OCCO[C@H]4[C@H](O1)[C@H]([C@@H]([C@H](O4)CO)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
3beta-[(2-O-beta-D-Galactopyranosyl-beta-D-glucopyranuronosyl)oxy]-16alpha-hydroxy-23-oxoolean-12-en-28-oic acid,21672260,sweet-like,C[C@]12CC[C@@H]([C@@]([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(C[C@H]([C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)O)C)C)(C)C=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
foetidissimoside A methyl ester,21672493,sweet-like,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H](CO[C@H]2OC(=O)[C@]34CCC(C[C@H]3C5=CC[C@@H]6[C@]7(CC[C@@H](C([C@@H]7CC[C@]6([C@@]5(C[C@H]4O)C)C)(C)C)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)C(=O)OC)O)O)O)C)(C)C)O)O)O)O)O[C@H]9[C@@H]([C@H]([C@@H](CO9)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
1-fluoro-1-deoxy-beta-D-fructofuranosyl alpha-D-glucopyranoside,21676472,sweet,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)Cf)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
1-O-beta-D-Glucopyranosyl-2-C-methyl-D-erythritol,21680747,sweet,C[C@](CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)([C@@H](CO)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
"[(1r,2S)-2-Hydroxy-1,2-bis(hydroxymethyl)propyl]beta-D-glucopyranoside",21680748,sweet,C[C@](CO)([C@@H](CO)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
2-propynyl alpha-D-glucopyranoside,21681706,sweet,C#CCO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
"(2beta,4alpha,15alpha)-15-Hydroxy-2-[[2-O-(3-methyl-1-oxobutyl)-beta-D-glucopyranosyl]oxy]-19-norkaura-16-ene-18-oic acid",21721775,sweet,CC(C)CC(=O)O[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@@H]2C[C@H]([C@H]3CC[C@@]45C[C@@H](CC[C@H]4[C@@]3(C2)C)C(=C)[C@@H]5O)C(=O)O)CO)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
"(2beta,4alpha,15alpha)-15-Hydroxy-2-[[3-O-beta-D-glucopyranosyl-2-O-(3-methyl-1-oxobutyl)-beta-D-glucopyranosyl]oxy]-19-norkaura-16-ene-18-oic acid",21721776,sweet,CC(C)CC(=O)O[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@@H]2C[C@H]([C@H]3CC[C@@]45C[C@@H](CC[C@H]4[C@@]3(C2)C)C(=C)[C@@H]5O)C(=O)O)CO)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Homoeriodictyol 7-O-rutinoside,21721944,sweet-like,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)O)OC)O)O)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Isoglucodistylin,21721950,sweet-like,C1=CC(=C(C=C1[C@@H]2[C@@H](C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
"2-[3-(6-Deoxy-alpha-L-mannopyranosyloxy)-4-hydroxyphenyl]-5,7-dihydroxy-4H-1-benzopyran-4-one",21721958,sweet-like,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(C=CC(=C2)C3=CC(=O)C4=C(C=C(C=C4O3)O)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
"7-[(2-O-beta-D-Allopyranosyl-beta-D-glucopyranosyl)oxy]-4',5-dihydroxy-3'-methoxyflavone",21721981,sweet-like,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O[C@H]5[C@@H]([C@@H]([C@@H]([C@H](O5)CO)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
"3',5-Dihydroxy-4'-methoxy-7-[2-O,6-O-di(alpha-L-rhamnopyranosyl)-beta-D-glucopyranosyloxy]flavone",21721988,sweet-like,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O[C@H]6[C@@H]([C@@H]([C@H]([C@@H](O6)C)O)O)O)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Orientin2''-glucoside,21721996,sweet-like,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
2''-O-beta-D-Mannopyranosylisoorientin,21721999,sweet-like,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O[C@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
6-O-Methyl-beta-L-galactopyranose,21722580,sweet,COC[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
6-O-Methyl-alpha-L-galactopyranose,21722581,sweet,COC[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Methyl 6-O-octyl-alpha-D-glucopyranoside,21726858,sweet,CCCCCCCCOC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Methyl 4-O-octylhexopyranoside #,21726859,sweet,CCCCCCCCO[C@@H]1[C@H](O[C@@H]([C@@H]([C@H]1O)O)OC)CO,flavorDB,The Aroma/Taste threshold values foris unknown
6-O-Octyl-alpha-D-glucopyranose,21726862,sweet,CCCCCCCCOC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
"1,3,4-pentanetriol",21749233,sweet,CC(C(CCO)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
fucosyllactose,21771334,sweet,CO[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO[C@@H]2[C@H]([C@H]([C@@H](CO2)O)O)O)O)O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Maltitol Hydrate,21909805,sweet,C(C1C(C(C(C(O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O.O,flavorDB,The Aroma/Taste threshold values foris unknown
4-Ethyloctanal,21918450,"floral,milky,fatty,waxy",CCCCC(CC)CCC=O,flavorDB,The Aroma/Taste threshold values for(+/-)-4-ETHYLOCTANALis unknown
beta-D-fructofuranosyl alpha-D-glucopyranosyl-(1->4)-D-glucopyranoside,21932711,sweet,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3(C(C(C(O3)CO)O)O)CO)CO)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
2-Ethyl-2-heptenal,21947120,"sharp,green",CCCC/C=C(/CC)\C=O,flavorDB,The Aroma/Taste threshold values for2-ETHYL-2-HEPTENALis unknown
479547-57-4,21972054,fruity,CC(=CCC/C(=C/C(C)(C)O)/C)C,flavorDB,"The Aroma/Taste threshold values fortrans and cis 2,4,8-TRIMETHYL-3,7-NONADIEN-2-OLis unknown"
"1,1-Dibutoxypentane",22011445,"nutty,sweet",CCCCC(OCCCC)OCCCC,flavorDB,The Aroma/Taste threshold values foris unknown
Allyl cyclohexylacetate,22034852,"peach,pineapple,apricot,ripe,sweet,fruity,green",C=CCOC(=O)CC1CCCCC1,flavorDB,"Taste Threshold Values:Taste characteristics at 15 ppm; pineapple with a sweet, ripe, fruity nuance"
bornyl 2-methylbutyrate,22082179,"woody,herbal",CCC(C)C(=O)OC1CC2CCC1(C2(C)C)C,flavorDB,The Aroma/Taste threshold values foris unknown
1-Deoxyosone,22168926,sweet,CC(=O)C(=O)C(C(CO)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
methyl n-octanoylphenylalaninate,22212315,sweet,CCCCCCCC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)OC,flavorDB,The Aroma/Taste threshold values foris unknown
methyl n-hexanoylphenylalaninate,22212323,sweet,CCCCCC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)OC,flavorDB,The Aroma/Taste threshold values foris unknown
"L-talopyranose, 6-deoxy-3-O-methyl-, 2,4-diacetate",22212824,sweet,C[C@H]1[C@H]([C@H]([C@H](C(O1)O)OC(=O)C)OC)OC(=O)C,flavorDB,The Aroma/Taste threshold values foris unknown
1-O-Methyl-D-fructose,22213407,sweet,COCC(=O)[C@H]([C@@H]([C@@H](CO)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
D-gluco-Hexodialdose,22214151,sweet,C(=O)[C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
"1,6-Anhydro-alpha-d-galactofuranose",22214154,sweet,C1[C@H]([C@H]2[C@@H]([C@H]([C@@H](O1)O2)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
"D-Glucopyranoside, methyl 3-O-methyl-",22214413,sweet,CO[C@H]1[C@@H]([C@H](OC([C@@H]1O)OC)CO)O,flavorDB,The Aroma/Taste threshold values foris unknown
(+)-Methyl pachybioside,22214415,sweet,C[C@@H]1[C@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](OC(C[C@H]2OC)OC)C)O)OC)O,flavorDB,The Aroma/Taste threshold values foris unknown
(Methoxycarbonyl)Gly-L-Leu-L-phe-OMe,22214832,sweet,CC(C)C[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)OC)NC(=O)CNC(=O)OC,flavorDB,The Aroma/Taste threshold values foris unknown
"2,3-Di-O-methyl-D-xylopyranose",22214857,sweet,CO[C@H]1[C@@H](COC([C@@H]1OC)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
"5-C-Hydroxy-2-O,3-O,4-O-trimethyl-D-xylopyranose",22215481,sweet,CO[C@@H]1C([C@@H](C(OC1O)O)OC)OC,flavorDB,The Aroma/Taste threshold values foris unknown
N-(1-Oxodecyl)-L-alphabetaAsp-(OMe)-L-phe-OMe,22217269,sweet,CCCCCCCCCC(=O)N[C@@H](CC(=O)OC)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)OC,flavorDB,The Aroma/Taste threshold values foris unknown
79893-63-3,22219099,blackcurrant,CCC1=CCCC(C12C=CC(O2)C)(C)C,flavorDB,The Aroma/Taste threshold values foris unknown
benzyl methoxyethyl acetal,22235151,"sweet,fruity,green,mild",CC(OCCOC)OCC1=CC=CC=C1,flavorDB,The Aroma/Taste threshold values forBENZYL METHOXYETHYL ACETALis unknown
propyl 2-mercaptopropionate,22251515,"meat,roasted,cooked",CCCOC(=O)C(C)S,flavorDB,The Aroma/Taste threshold values forPROPYL 2-MERCAPTOPROPIONATEis unknown
CID 22262444,22262444,sweet,C1CCC(CC1)N.OS(=O)[O-],flavorDB,The Aroma/Taste threshold values foris unknown
CID 22274889,22274889,sweet,C(C1C(C(C(C(O1)O)OS(=O)(=O)[O-])O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
CID 22278476,22278476,sweet,C1C(C(C(C(O1)OC2COC(C(C2O)f)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
CID 22283998,22283998,sweet,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O.C(C(C(C(C(CO)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Octyl beta-D-mannopyranoside,22308819,sweet,CCCCCCCCO[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
SCHEMbL200150,22327742,sulfurous,CCC(C)C(O)S,flavorDB,Aroma Threshold Values:Detection at 0.002 to 0.006 (water) for 3-mercapto-3-methyl-1-butanol
Eriodictyol 7-O-glucoside,22524386,sweet-like,C1C(OC2=CC(=CC(=C2C1=O)O)O[C@H]3[C@@H]([C@@H]([C@@H]([C@H](O3)CO)O)O)O)C4=CC(=C(C=C4)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
"1,2,3-tri-O-acetyl-6-deoxyhexopyranose",22728848,sweet,CC1C(C(C(C(O1)OC(=O)C)OC(=O)C)OC(=O)C)O,flavorDB,The Aroma/Taste threshold values foris unknown
3-Octyl formate,22757845,"vegetable,fruity,green",CCCCCC(CC)OC=O,flavorDB,The Aroma/Taste threshold values for(+/–)-OCTAN-3-YL FORMATEis unknown
4-Deoxy-D-glucitol,22796533,sweet,C([C@@H](CO)O)[C@@H]([C@H](CO)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
SCHEMbL4165943,22798963,sweet,C(CO)O.C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Ethyl D-galactopyranoside,22804138,sweet,CCOC1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Dextrose monohydrate,22814120,sweet,C([C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)O.O,flavorDB,The Aroma/Taste threshold values foris unknown
1-deoxy L-fructose,22820975,sweet,CC(=O)[C@@H]([C@H]([C@H](CO)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
propyl alpha-D-glucopyranoside,22821197,sweet,CCCO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
1-Deoxy-L-sorbose,22821812,sweet,CC(=O)[C@H]([C@@H]([C@H](CO)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
UNII-4E1875N4Zt,22831877,"savory,meaty",CCCC(CCC)NC(=O)C1=CC2=C(C=C1)OCO2,flavorDB,"The Aroma/Taste threshold values forN-(HEPTAN-4-YL)BENZO[d][1,3]DIOXOLE-5-CARBOXAMIDEis unknown"
DSStox_CID_9300,22833389,"alcoholic,bitter,mild",CCCCCCCCCCCC(=O)OC[C@H]([C@@H]1[C@@H]([C@H](CO1)OCCO)OCCO)O,flavorDB,The Aroma/Taste threshold values forPOLYSORBATE 60is unknown
alpha-L-rhamnose monohydrate,22856332,sweet,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O)O)O)O.O,flavorDB,The Aroma/Taste threshold values foris unknown
"1,5-Anhydrocellobitol",22858199,sweet,C1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Methyl 3-O-methyl-6-deoxy-alpha-D-glucopyranoside,22887295,sweet,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC)O)OC)O,flavorDB,The Aroma/Taste threshold values foris unknown
Methyl b-L-fucopyranoside,22967427,sweet,C[C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)OC)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
3-(Ethylthio)-1-butanol,23039305,"nutty,roasted,cooked",CCSC(C)CCO,flavorDB,"Aroma Threshold Values:High strength odor, cooked type; recommend smelling in a 0.10% solution or less"
"L-phenylalanine, L-alanylglycyl-",23080781,sweet,CC(C(=O)NCC(=O)NC(CC1=CC=CC=C1)C(=O)O)N,flavorDB,The Aroma/Taste threshold values foris unknown
methyl beta-L-rhamnopyranoside,23238443,sweet,C[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)OC)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
"6beta,6'alpha-Dimethoxy-[2alpha,2'beta-ethylenebis(tetrahydro-2H-pyran)]-3beta,3'alpha,4alpha,4'beta,5beta,5'beta-hexol",23246979,sweet,CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CC[C@H]2[C@@H]([C@H]([C@H]([C@@H](O2)OC)O)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
4-O-(4-O-Methyl-alpha-D-glucopyranosyl)-alpha-D-glucopyranosyl fluoride,23249329,sweet,CO[C@@H]1[C@H](O[C@@H]([C@@H]([C@H]1O)O)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)f)CO)CO,flavorDB,The Aroma/Taste threshold values foris unknown
6-O-(6-Deoxy-alpha-D-allofuranose-6-yl)-alpha-D-allofuranose,23249440,sweet,C([C@H]([C@@H]1[C@H]([C@H]([C@H](O1)O)O)O)O)OC[C@H]([C@@H]2[C@H]([C@H]([C@H](O2)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
3'-O-Acetylsalsoloside C,23251214,sweet-like,CC(=O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@H]1O[C@H]2[C@@H]([C@H]([C@@H](CO2)O)O)O)C(=O)O)O[C@H]3CC[C@]4([C@H](C3(C)C)CC[C@@]5([C@@H]4CC=C6[C@]5(CC[C@@]7([C@H]6CC(CC7)(C)C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C)C)C)O,flavorDB,The Aroma/Taste threshold values foris unknown
2'-O-Acetylsalsoloside C,23251215,sweet-like,CC(=O)O[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@H]2CC[C@]3([C@H](C2(C)C)CC[C@@]4([C@@H]3CC=C5[C@]4(CC[C@@]6([C@H]5CC(CC6)(C)C)C(=O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C)C)C)C(=O)O)O[C@H]8[C@@H]([C@H]([C@@H](CO8)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
"2',3'-O-Diacetylsalsoloside C",23251216,sweet-like,CC(=O)O[C@H]1[C@@H]([C@H](O[C@H]([C@@H]1OC(=O)C)O[C@H]2CC[C@]3([C@H](C2(C)C)CC[C@@]4([C@@H]3CC=C5[C@]4(CC[C@@]6([C@H]5CC(CC6)(C)C)C(=O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C)C)C)C(=O)O)O[C@H]8[C@@H]([C@H]([C@@H](CO8)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
3'-O-Acetylcopteroside E,23251219,sweet-like,CC(=O)O[C@H]1[C@@H]([C@H](O[C@H]([C@@H]1O[C@H]2[C@@H]([C@H]([C@@H](CO2)O)O)O)O[C@H]3CC[C@]4([C@H](C3(C)C)CC[C@@]5([C@@H]4CC=C6[C@]5(CC[C@@]7([C@H]6CC(CC7)(C)C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C)C)C)C(=O)O)O[C@H]9[C@@H]([C@H]([C@@H](CO9)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
3'-O-Acetylsalsoloside E,23251220,sweet-like,CC(=O)O[C@H]1[C@@H]([C@H](O[C@H]([C@@H]1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O[C@H]3CC[C@]4([C@H](C3(C)C)CC[C@@]5([C@@H]4CC=C6[C@]5(CC[C@@]7([C@H]6CC(CC7)(C)C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C)C)C)C(=O)O)O[C@H]9[C@@H]([C@H]([C@@H](CO9)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
3beta-[(4-O-beta-D-Xylopyranosyl-2-O-acetyl-beta-D-glucurono pyranosyl)oxy]oleana-18-ene-28-oic acid 28-beta-D-glucopyranosyl ester,23251222,sweet-like,CC(=O)O[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@H]2CC[C@@]3([C@H]4CC[C@@H]5C6=CC(CC[C@@]6(CC[C@]5([C@@]4(CC[C@H]3C2(C)C)C)C)C(=O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)(C)C)C)C(=O)O)O[C@H]8[C@@H]([C@H]([C@@H](CO8)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Adenostemmonoside A,23260135,sweet,CC(=O)O[C@@H]1C(=C)[C@@H]2C[C@@H]([C@@H]3[C@]1(C2)CC[C@H]4[C@]3(CCC[C@@]4(C)C(=O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)O,flavorDB,The Aroma/Taste threshold values foris unknown
CID 23261860,23261860,sweet,C1[C@@H]([C@H]([C@@H](O[C@@H]1O)CO)O[C@@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
"Methyl 3,6-anhydro-4-O-methyl-alpha-D-galactopyranoside",23263393,sweet,CO[C@H]1[C@H]2CO[C@@H]1[C@H]([C@H](O2)OC)O,flavorDB,The Aroma/Taste threshold values foris unknown
SCHEMbL11450684,23341028,citrus,CC(C)C1CCC(CC1=O)(C)S,flavorDB,Aroma Threshold Values:High strength odor
Monosodium Ascorbate,23424000,odorless,C(C(C1C(=C(C(=O)O1)O)[O-])O)O.[Na+],flavorDB,The Aroma/Taste threshold values foris unknown
Quinine Hemisulfate,23424040,bitter,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.OS(=O)(=O)O,flavorDB,The Aroma/Taste threshold values forQUININE SULFATEis unknown
3'-deoxydenosine,23581797,sweet-like,C1[C@H](O[C@H]([C@H]1O)N2C=NC3=C(N=CN=C32)N)CO.O,flavorDB,The Aroma/Taste threshold values foris unknown
adenosine-5'-monophosphoramidate,23615303,sweet-like,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COp(=O)(N)[O-])O)O)N,flavorDB,The Aroma/Taste threshold values foris unknown
CID 23615343,23615343,sweet-like,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)CO)O.Op(=O)(O)O.Op(=O)(O)O.Op(=O)(O)O,flavorDB,The Aroma/Taste threshold values foris unknown
bornyval,23623651,"green,earth,valerian,herb,camphor",CC(C)CC(=O)O[C@@H]1C[C@@H]2CC[C@]1(C2(C)C)C,flavorDB,The Aroma/Taste threshold values forBORNYL ISOVALERATEis unknown
Isoborneol formate,23623868,"earth,green",C[C@@]12CC[C@@H](C1(C)C)C[C@H]2OC=O,flavorDB,The Aroma/Taste threshold values forISOBORNYL FORMATEis unknown
9-[3-O-[bis(sodiooxy)phosphinylmethyl]-alpha-L-arabinofuranosyl]-9H-purine-6-amine,23628422,sweet-like,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@H]([C@@H](O3)CO)OCp(=O)([O-])[O-])O)N.[Na+].[Na+],flavorDB,The Aroma/Taste threshold values foris unknown
isorhamnetin 3-O-rhamnoside,23634491,sweet-like,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)OC)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
