,Compound Name,pubChem ID,flavor profile,smiles,Source,Aroma Taste Threshold Values
2461,Hexyl phenylacetate,221691,"rose,foliage,wine,waxy,sweet,fruity,green",CCCCCCOC(=O)CC1=CC=CC=C1,flavorDB,"Taste Threshold Values:Taste characteristics at 15 ppm; fruity, waxy, green, powdery and floral with sweet honey nuances"
2473,"4-Allyl-2,6-dimethoxyphenol",226486,"burnt,roasted,bacon,smoky,sweet,flower,ham,meaty",COC1=CC(=CC(=C1O)OC)CC=C,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; meaty, phenolic, smoky and bacony, with creamy, vanilla nuances"
2482,propyl heptanoate,229377,"apple,pineapple,wine,grape,ripe,strawberry,sweet,fruity,pear,green",CCCCCCC(=O)OCCC,flavorDB,"Taste Threshold Values:Taste characteristics at 5 to 15 ppm; sweet, waxy, fruity pineapple, pear, apple and citrus notes with a slight, green, grassy nuance"
2484,Decyl butyrate,229387,"slightly rose,sweet,fruity,waxy",CCCCCCCCCCOC(=O)CCC,flavorDB,"Taste Threshold Values:Taste characteristics at 50 ppm; fruity, waxy, fatty and slightly citrus"
2485,2-phenylethyl octanoate,229888,"waxy,cocoa,sweet,fruity,green",CCCCCCCC(=O)OCCC1=CC=CC=C1,flavorDB,"Taste Threshold Values:Taste characteristics at 10 to 20 ppm; sweet, fruity, creamy and slightly lactonic with floral nuances"
2491,Oxacyclohexadecan-2-one,235414,"powdery,musky,animal,musk,fruity,natural",C1CCCCCCCOC(=O)CCCCCC1,flavorDB,"Taste Threshold Values:Taste characteristics at 75 ppm; vanilla bean, powdery helioropine, creamy and licorice"
2495,Ethyl 3-oxohexanoate,238498,"berry,sweaty,sweet,fruity,mossy,green",CCCC(=O)CC(=O)OCC,flavorDB,"Taste Threshold Values:Taste characteristics at 50 ppm; fruity, pineapple and green with sweet licorice and vanilla notes"
2500,"2,6-Dimethoxy-4-methylphenol",240925,"caramel,spice,woody,root,phenolic,eugenol,medicinal,smoke",CC1=CC(=C(C(=C1)OC)O)OC,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; phenolic, medicinal, musty and guaiacol with a smoky nuance"
2511,3-Octanone,246728,"butter,herbal,resin,fresh,mushroom,sweet,lavender,herb",CCCCCC(=O)CC,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; mushroom, ketonic, cheesy and moldy with a fruity nuance"
2512,Ethyl 2-benzylacetoacetate,246929,"jasmine,jasmin,fruity,balsam,spicy",CCOC(=O)C(CC1=CC=CC=C1)C(=O)C,flavorDB,"Taste Threshold Values:Taste characteristics at 12 ppm; spicy, musty and cinnamon-like with a caramellic undertone"
2514,Isobornyl acetate,247573,"herbal,sweet,woody,balsam,camphor",CC(=O)O[C@H]1C[C@H]2CC[C@]1(C2(C)C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 2 to 10 ppm; camphoraceous, woody, terpy and piney with a spicy, herbal and slightly citrus nuance"
2517,"3,7-Dimethyloctane-1,7-diol",249494,"mild,peony,floral,lily,clean,green",CC(CCCC(C)(C)O)CCO,flavorDB,Aroma Threshold Values:5 ppm
2518,benzyl tiglate,250096,"earthy,mushroom,balsamic,rose",C/C=C(\C)/C(=O)OCC1=CC=CC=C1,flavorDB,"Taste Threshold Values:Taste characteristics at 100 ppm; sweet, balsamic, spice-like with a nutty almond note"
2523,2-pyridinemethanethiol,256071,"beef,sulfurous,roasted,meaty",C1=CC=NC(=C1)CS,flavorDB,"Taste Threshold Values:Taste characteristics at 2.5 ppm; meaty, roasted, savory, fatty, beef and popcorn"
2541,"4a,8a-dimethyl-7-(prop-1-en-2-yl)octahydronaphthalen-2(1h)-one",277452,"citrus,fruit,grapefruit",CC(=C)C1CCC2(CCC(=O)CC2(C1)C)C,flavorDB,"Aroma Threshold Values:120 to 800 ppb; d-form, 600 to 1000 ppb; l-form, 400 to 800 ppm"
2546,Dihydrojasmone lactone,285097,"coconut,jasmin,waxy,fresh,natural,spicy",CCCCCCC1(CCC(=O)O1)C,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; waxy, lactonic, creamy, sweet, fermented and dairy-like"
2571,Cycloheptaamylose,320761,odorless,C(C1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(O2)C(C8O)O)CO)CO)CO)CO)CO)CO)O)O)O,flavorDB,Taste Threshold Values:Reported to have a taste threshold value lower than that of sucrose with a detection level of 3.9 to 27 ppm and a recognition level of 11 to 52 ppm
2578,Menthofuran,329983,"musty,earthy,coffee,pungent,nutty",CC1CCC2=C(C1)OC=C2C,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; musty, nutty, coffee, raw and legume"
2603,Ethyl Crotonate,429065,fruit,CCOC(=O)/C=C/C,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; rum, cognac and pungent with caramellic and fruity nuances"
2618,(-)-Limonene,439250,"peppery,herbal,camphoraceous,terpene,pine",CC1=CC[C@H](CC1)C(=C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 30 ppm; sweet, orange, citrus and terpy"
2621,(+)-Neomenthol,439263,"camphoraceous,minty,sweet,mentholic",C[C@@H]1CC[C@H]([C@H](C1)O)C(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 25 ppm; cooling, camphoreous, minty with a clean eucalyptus note"
2649,(-)-Carvone,439570,"mint,herbal,sweet,minty,spearmint",CC1=CC[C@H](CC1=O)C(=C)C,flavorDB,Aroma Threshold Values:2.7 to 600 ppb
2686,D-Limonene,440917,"mint,lemon,citrus,orange,fresh,sweet",CC1=CC[C@@H](CC1)C(=C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 30 ppm; sweet, orange, citrus and terpy"
2702,trimethaphan Camsylate,441310,bitter,CC1(C2CCC1(C(=O)C2)CS(=O)(=O)[O-])C.C1CC2C3C(C[S+]2C1)N(C(=O)N3CC4=CC=CC=C4)CC5=CC=CC=C5,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; camphor-like cooling, citrus and fresh"
2743,(+)-pulegone,442495,mint,C[C@@H]1CCC(=C(C)C)C(=O)C1,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; minty, terpy, cooling, woody pine, citrus lime, with fresh green peppermint notes"
2744,(+)-alpha-terpineol,442501,"oil,mint,citrus,lilac,floral,woody,anise,terpene,pine",CC1=CC[C@@H](CC1)C(C)(C)O,flavorDB,"Taste Threshold Values:Taste characteristics at 2 to 25 ppm; woody, terpy, lemon and lemon–lime-like with a slight herbal and floral nuance. Taste characteristics at 10 to 25 ppm:citrus woody with a lemon and lime nuance. It has a slight soapy mouthfeel"
2752,(+)-Menthone,443159,minty,C[C@H]1CC[C@@H](C(=O)C1)C(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 50 ppm; cooling, peppermint, fresh green, minty, herbal, dirty mentholic with a refreshing camphoraceous nuance"
2766,trans-Aconitic acid,444212,"nut,toasted,vegetable,musty,dry",C(/C(=C\C(=O)O)/C(=O)O)C(=O)O,flavorDB,"Taste Threshold Values:Taste characteristics at 25 ppm; nutty, vegetative, musty and slightly caramellic"
2775,farnesol,445070,"orange,linden,mild,clove,fresh,waxy,floral,muguet,sweet,anise,lily,balsam,angelica,pear,grapefruit",CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; sweet floral, fruity apricot and peachlike, green with woody tea and grape nuances"
2836,2-(3-phenylpropyl)pyridine,459494,"weedy,cortex,fresh,metallic,nasturtium,green",C1=CC=C(C=C1)CCCC2=CC=CC=N2,flavorDB,"Taste Threshold Values:Taste characteristics at 1 ppm; green, vegetative and jalapeño pepper-like with some savory metallic nuances"
2844,Isopulegyl acetate,494311,"mint,lemon",CC1CCC(C(C1)OC(=O)C)C(=C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; woody, berry, green and camphoraceous with a fruity nuance"
2859,3-Mercaptohexyl acetate,518810,"box tree,floral,tropical,fruity,passion fruit,pear",CCCC(CCOC(=O)C)S,flavorDB,"Taste Threshold Values:Taste characteristics at 0.0005 ppm; sulfurous, fruity, catty, savory meaty, fried onion, with a tropical fruity catty aftertaste"
2861,furfuryl methyl sulfide,518937,"garlic,onion,vegetable,sulfury,horseradish,pungent",CSCC1=CC=CO1,flavorDB,"Taste Threshold Values:Taste characteristics at 2.5 ppm; sulfuraceous, garlic, eggy with a horseradish nuance"
2862,3-Decanol,519158,"orange,floral,musty,fatty,mushroom",CCCCCCCC(CC)O,flavorDB,Aroma Threshold Values:79 to 410 ppb
2866,2-sec-butylthiazole,519539,"raw,pepper,herbal,green",CCC(C)C1=NC=CS1,flavorDB,"Taste Threshold Values:Taste characteristics at 1 ppm; musty nut skin, green, tobacco-like, cocoa and coffee-like"
2869,Ethyl 2-mercaptopropionate,519709,"sulfur,citrus,wine_like,vegetable,sulfury,grape,fatty,floral,earthy,woody,fruity,herbaceous,nutty,meaty,spicy,green",CCOC(=O)C(C)S,flavorDB,Aroma Threshold Values:1 ppb
2871,Isopentyl isobutyrate,519786,"pineapple,apricot,waxy,banana,fruity,green",CC(C)CCOC(=O)C(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 40 ppm; sweet, fruity, green and fatty with a berry nuance"
2874,Methyl 3-hydroxyhexanoate,519845,"pineapple,ripe,oily,sweet,woody,fruity,juicy",CCCC(CC(=O)OC)O,flavorDB,"Taste Threshold Values:Taste characteristics at 5 ppm; sweet, fruity, overripe, pineapple and tropical with woody nuances"
2876,Methyl 2-methylpentanoate,519890,"hazelnut,apple,berry,fruity,tropical",CCCC(C)C(=O)OC,flavorDB,"Taste Threshold Values:Taste characteristics at 5 ppm; fruity, green apple, grape, banana, tutti-frutti and melon"
2878,24168-70-5,520098,"pepper,musty,bell,earth,galbanum,carrot,pea,green",CCC(C)C1=NC=CN=C1OC,flavorDB,"Taste Threshold Values:Taste characteristics at 1.0 ppm; musty, vegetative, potato, galbanum, fishy and earthy"
2879,2-Acetylthiazole,520108,"sulfur,roast,chocolate,hazelnut,nut,nutty,popcorn,roasted peanuts",CC(=O)C1=NC=CS1,flavorDB,Taste Threshold Values:Taste characteristics at 30 ppm
2881,phenethyl 2-methylbutyrate,520148,"rose,waxy,floral,sweet,tropical,green",CCC(C)C(=O)OCCC1=CC=CC=C1,flavorDB,"Taste Threshold Values:Taste characteristics at 30 ppm; fruity, floral, green sweet and waxy"
2884,delta-tetradecalactone,520296,"oil,milky,waxy,fatty,creamy,sweet,dairy",CCCCCCCCCC1CCCC(=O)O1,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; buttery, fatty, creamy, with sweet milky and dairy nuances"
2886,3-Methylbutyl 2-methylbutanoate,520326,"citrus,apple,sweet,blueberry,fruity,cherry",CCC(C)C(=O)OCCC(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 30 ppm; sweet, fruity, banana and tropical with a green nuance"
2887,2-Methoxy-6-methylpyrazine,520395,"hazelnut,almond,roasted,peanut",CC1=CN=CC(=N1)OC,flavorDB,Aroma Threshold Values:3 to 7 ppb
2890,Octyl 2-methylbutyrate,520455,"musty,fruity,waxy,green",CCCCCCCCOC(=O)C(C)CC,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; waxy, fruity and creamy with a good mouthfeel"
2891,"2,3,4-trimethyl-3-pentanol",520484,fruity,CC(C)C(C)(C(C)C)O,flavorDB,Aroma Threshold Values:7.8 to 42 ppb
2893,"5-Acetyl-2,4-dimethylthiazole",520888,"nutty,sulfurous,boiled meat,meaty",CC1=C(SC(=N1)C)C(=O)C,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; nutty, roasted, meaty and savory with woody and coffee nuances"
2894,"3,5-Diethyl-1,2,4-trithiolane",520895,sulfurous,CCC1SC(SS1)CC,flavorDB,"Aroma Threshold Values:For the cis isomer the aroma threshold in water is 0.000032 ppm and for the trans isomer, 0.000015 ppm (water)"
2896,3-oxobutan-2-yl acetate,521246,"buttery,sweet,pungent,creamy",CC(C(=O)C)OC(=O)C,flavorDB,"Taste Threshold Values:Taste characteristics at 100 ppm; fruity body, fleshy, rimy, grape, and winey"
2898,1-Hydroxybutan-2-one,521300,"butterscotch,malt,musty,coffee,sweet,grain",CCC(=O)CO,flavorDB,"Taste Threshold Values:Taste characteristics at 30 ppm; brown, oily and alcoholic with toasted grain notes"
2902,3-mercapto-1-hexanol,521348,"sulfur,sulfurous,fruity,tropical",CCCC(CCO)S,flavorDB,"Taste Threshold Values:Taste characteristics at 0.050 to 10 ppm; sulfurous, guava tropical fruity, with a hint of brothy savory and egg"
2911,Isopropyl 2-methylbutyrate,522214,"pineapple,ethereal,oily,sweet,fruity,tropical,green",CCC(C)C(=O)OC(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; fruity, sweet, apple, pineapple, green with tutti-frutti and citrus nuances"
2915,Linaloyl oxide,522514,floral,CC1(CCCC(O1)(C)C=C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; sweet, camphoraceous, woody and cooling with floral nuances"
2930,4-Methoxy-2-methyl-2-butanethiol,526195,"black currant,sulfurous,blackcurrant,cat,catty,tropical,minty",CC(C)(CCOC)S,flavorDB,Aroma Threshold Values:0.001 ppb
2934,2-methyl-3-(methylthio)furan,526618,"beefy,sulfurous,coffee,minty,spicy,cheese",CC1=C(C=CO1)SC,flavorDB,Aroma Threshold Values:0.01 ppb
2946,3-Mercapto-2-methylpentanal,527435,"onion,sulfurous",CCC(C(C)C=O)S,flavorDB,Aroma Threshold Values:Odor threshold = 0.95 ppb
2955,"3-methylnonane-2,4-dione",529481,"caramel,burnt,straw,fruit,fruity",CCCCCC(=O)C(C)C(=O)C,flavorDB,"Taste Threshold Values:Taste characteristics at 1 to 5 ppm; sweet, milky creamy, condensed milk and dried milk powder, slightly fruity coconut, creamy and fruity notes reminiscent of banana, grape skin, green tea and aged cheeses, good mouthfeel"
2956,2-Heptyl butanoate,529496,"vegetable,fruity,green",CCCCCC(C)OC(=O)CCC,flavorDB,"Taste Threshold Values:Taste characteristics at 5 to 10 ppm; soapy, fruity, cognac-like (slightly), floral with slight spiciness of cinnamate"
2967,heptan-3-yl acetate,537615,"floral,rose,pear,sweet",CCCCC(CC)OC(=O)C,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; strong powdery, floral rosy with a dry herbaceous fruity finish"
2969,3-Mercaptohexyl butyrate,537754,"sulfurous,overripe fruit,fruity,tropical,passion fruit",CCCC(CCOC(=O)CCC)S,flavorDB,"Taste Threshold Values:Taste characteristics at 2.5 ppm; sulfurous, savory meaty, onionlike with a rich tropical fruit body"
2976,alpha-Citronellol,543323,"powdery,red rose,waxy,floral,geranium,spicy",CC(CCCC(=C)C)CCO,flavorDB,"Taste Threshold Values:Taste characteristics at 0.5 to 10 ppm; floral rosy with waxy, powdery and heavy citrus and tropical nuances"
2993,tetrahydrofurfuryl butyrate,551316,"pineapple,apricot,musty,sweet,tropical,fruity,green",CCCC(=O)OCC1CCCO1,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; berry, strawberry, green fruity pineapple, cherry and tropical papaya. Taste characteristics at 100 ppm:fruity, pineapple with green and berry nuances"
2999,Ethyl 3-(furfurylthio)propionate,556940,"sulfur,garlic,onion,vegetable,animal,coffee",CCOC(=O)CCSCC1=CC=CO1,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; roasted, nutty and coffee"
3007,Ethyl 3-methylpentanoate,560255,"fruity,pineapple",CCC(C)CC(=O)OCC,flavorDB,"Taste Threshold Values:Taste characteristics at 30 ppm; fruity, sweet, green, berry and melon"
3011,Menthyl isovalerate,565690,fruit,CC1CCC(C(C1)OC(=O)CC(C)C)C(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 80 ppm; fruity, sweet, with a tutti-fruitti background"
3019,1-phenylethyl isobutyrate,569214,"jasmin,tropical,fruity,mango,green",CC(C)C(=O)OC(C)C1=CC=CC=C1,flavorDB,"Taste Threshold Values:Taste. characteristics. at. 10. ppm;  sweet,. floral,. rosy. with. a. ripe,. fruity. fleshy. finish. and. a. lingering aftertaste"
3038,3549-23-3,605629,"leafy,waxy,fruity,honey,hyacinth",CC(C)(C)C1=CC=C(C=C1)CC(=O)OC,flavorDB,"Taste Threshold Values:Taste characteristics at 5 ppm; leafy, green, waxy and honey-like, sweet cocoa, buttery creamy, fatty milky dairy-like with fishy and fruity nuances"
3041,"2,6-Nonadienal",636687,"citrus,fresh,green,melon,cucumber",CC/C=C/CC/C=C/C=O,flavorDB,"Taste Threshold Values:Taste characteristics at 1 ppm; fresh, green cucumber skin and watermelon with a fatty nuance"
3045,cinnamaldehyde,637511,"spice,warm,red hots,paint,clove,sweet,candy,cinnamon",C1=CC=C(C=C1)/C=C/C=O,flavorDB,"Taste Threshold Values:Taste characteristics at 0.5 ppm; spicy, cinnamon and cinnamon bark"
3049,trans-Anethole,637563,"licorice,sweet,anise,balsam,mimosa",C/C=C/C1=CC=C(C=C1)OC,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; sweet, anise, licorice and spicy with a lingering, sweet aftertaste"
3050,"2,4-Hexadienal",637564,"citrus,floral,sweet,spicy,green",C/C=C/C=C/C=O,flavorDB,"Taste Threshold Values:Taste characteristics at 25 ppm; sweet, green, waxy, aldehydic, with fresh melon nuances"
3051,Geraniol,637566,"citrus,rose,waxy,floral,sweet,fruity,geranium",CC(=CCC/C(=C/CO)/C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; sweet floral rose, citrus with fruity, waxy nuances"
3052,Ethyl Cinnamate,637758,"floral,fruity,honey",CCOC(=O)/C=C/C1=CC=CC=C1,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; balsamic, powdery, fruity, berry, punch, spice, sweet and green"
3053,benzalacetone,637759,"butter,spice,vanilla,jam,floral,creamy,anise,sweet,balsam,cherry,rhubarb,almond,cinnamon",CC(=O)/C=C/C1=CC=CC=C1,flavorDB,"Taste Threshold Values:Taste characteristics at 5 to 10 ppm; aldehydic, coumarinic and balsamic, slightly nutty, floral and fruity with woody nuances"
3058,Methyl propenyl ketone,637920,"acetone,fishy,fruity,phenolic",C/C=C/C(=O)C,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; musty, stale water and phenolic with a fishy and shellfish nuance"
3060,beta-Ionone,638014,"violet,orange,powdery,jam,seaweed,floral,woody,orris,raspberry,flower,dry",CC1=C(C(CCC1)(C)C)/C=C/C(=O)C,flavorDB,"Taste Threshold Values:Taste characteristics art 10 ppm; woody, sweet, fruity, berry-like with a green berry background"
3063,2-pentenoic Acid,638122,savory,CC/C=C/C(=O)O,flavorDB,Taste Threshold Values:Sour acetic buttery taste at 25 ppm in water
3067,4-Hexen-1-Ol,641248,"vegetable,herbal,tomato,musty,pungent,metallic,green",C/C=C/CCCO,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; green, tomato, fresh with herbal vegetable nuances"
3068,"2,4-Hexadien-1-Ol",641256,"herbal,musty,sweet,nutty,almond,green",C/C=C/C=C/CO,flavorDB,Taste Threshold Values:Taste characteristics at 10 to 40 ppm
3069,4-Methoxycinnamaldehyde,641294,"vanilla,floral,sweet,cherry,spicy,cinnamon",COC1=CC=C(C=C1)/C=C/C=O,flavorDB,"Taste Threshold Values:Taste characteristics at 3 to 20 ppm; cherry flesh, sweet, with a cinnamic dry and slightly aromatic"
3070,2-Methoxycinnamaldehyde,641298,"oily,paper,sweet,woody,cassia,cinnamon",COC1=CC=CC=C1/C=C/C=O,flavorDB,"Taste Threshold Values:Taste characteristics at 50 ppm; warm, spicy, cinnamon and clove-like"
3076,butylidenephthalide,642376,"lovage,herbal,celery",CCC/C=C\1/C2=CC=CC=C2C(=O)O1,flavorDB,"Taste Threshold Values:Taste characteristics at 15 ppm; celery, green, vegetable-like with a herbal nuance"
3078,UNII-847O2v0IOA,642793,fruit,CCCCC[C@@H]1CC=CC(=O)O1,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; creamy, coconut, milky, green and slightly fruity"
3079,3-Hexenal,643139,"leafy,apple,stem,tomato,melon,fruity,natural,green",CC/C=C/CC=O,flavorDB,"Taste Threshold Values:Taste characteristics at 1 to 10 ppm; strong, aromatic green, with waxy vegetative green melon and tomato nuances and a hint of cinnamon spice"
3081,violet leaf aldehyde,643731,"wax,fatty,cucumber,dry,leaf,violet,green",CC/C=C\CC/C=C/C=O,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; green, melon, cucumber-like with an aldehydic nuance"
3082,cis-Aconitic acid,643757,bland,C(/C(=C/C(=O)O)/C(=O)O)C(=O)O,flavorDB,"Taste Threshold Values:Taste characteristics at 25 ppm; nutty, vegetative, musty and slightly caramellic"
3086,cis-3-Hexenal,643941,"apple,fatty,fruity,leaf,grassy,weedy,green",CC/C=C\CC=O,flavorDB,Aroma Threshold Values:0.25 ppb
3122,Isobutyl cinnamate,778574,"floral,fruit",CC(C)COC(=O)/C=C/C1=CC=CC=C1,flavorDB,"Taste Threshold Values:Taste characteristics at 30 ppm; balsamic, fruity and chemical-like"
3124,Isoeugenol,853433,"carnation,clove,floral,sweet,woody,flower,spicy,phenolic",C/C=C/C1=CC(=C(C=C1)O)OC,flavorDB,Taste Threshold Values:Taste characteristics at 10 ppm
3130,(-)-borneol,1201518,"woody,pine,camphor",C[C@]12CC[C@H](C1(C)C)C[C@H]2O,flavorDB,Aroma Threshold Values:140 ppb
3131,D-fenchone,1201521,mint,C[C@]12CC[C@H](C1)C(C2=O)(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 5 ppm; cooling camphoreous, with green citrus lime nuances"
3134,Nootkatone,1268142,fruit,C[C@@H]1CC(=O)C=C2[C@]1(C[C@@H](CC2)C(=C)C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; grapefruit, citrus, orange and butter"
